game_id,game_order,event,site,date_played,round,white,black,result,white_elo,white_rating_diff,black_elo,black_rating_diff,winner,winner_elo,loser,loser_elo,winner_loser_elo_diff,eco,termination,time_control,utc_date,utc_time,variant,ply_count,date_created,file_name
bf050a74-fb45-4991-a983-8ddce9a23560,194,Lichess Titled Arena 4,https://lichess.org/Fl8CJD2N,2018.04.12,?,JseMartinez,DrDrunkenstein,1/2-1/2,2657,+8,3008,-9,draw,,draw,,0,A43,Normal,60+0,2018.04.12,19:09:53,Standard,,2021-02-04T23:58:47+0000,lichess_DrDrunkenstein_2021-01-04.pgn
e5c5c6f2-fb9b-4cd5-9d4e-b787d4f6900b,195,Lichess Titled Arena 4,https://lichess.org/pHFcgfLP,2018.04.12,?,kiketf,DrDrunkenstein,0-1,2499,-1,3007,+1,DrDrunkenstein,3007,kiketf,2499,508,A48,Normal,60+0,2018.04.12,19:07:58,Standard,,2021-02-04T23:58:47+0000,lichess_DrDrunkenstein_2021-01-04.pgn
bfe707e7-7965-4fb2-9c07-fffc0e6c30bf,196,Lichess Titled Arena 4,https://lichess.org/IfkasEzL,2018.04.12,?,DrDrunkenstein,mutdpro,1-0,3001,+6,2793,-6,DrDrunkenstein,3001,mutdpro,2793,208,A10,Normal,60+0,2018.04.12,19:06:11,Standard,,2021-02-04T23:58:47+0000,lichess_DrDrunkenstein_2021-01-04.pgn
3b777f99-3350-4187-9503-71a2cd8c9459,197,Lichess Titled Arena 4,https://lichess.org/IN7G2Yji,2018.04.12,?,DrDrunkenstein,Mig_31,1-0,3000,+1,2441,-1,DrDrunkenstein,3000,Mig_31,2441,559,A01,Time forfeit,60+0,2018.04.12,19:04:04,Standard,,2021-02-04T23:58:47+0000,lichess_DrDrunkenstein_2021-01-04.pgn
ae1707b8-e76d-47ce-b240-5cd912c0cf8b,198,Lichess Titled Arena 4,https://lichess.org/seII0Ot2,2018.04.12,?,RebeccaHarris,DrDrunkenstein,1-0,2821,+17,3018,-18,RebeccaHarris,2821,DrDrunkenstein,3018,-197,A04,Normal,60+0,2018.04.12,19:02:10,Standard,,2021-02-04T23:58:47+0000,lichess_DrDrunkenstein_2021-01-04.pgn
d006d9dd-00f5-4018-a598-090ac018ddeb,199,Lichess Titled Arena 4,https://lichess.org/6VptiOvS,2018.04.12,?,DrDrunkenstein,Night-King96,1-0,3006,+12,3002,-11,DrDrunkenstein,3006,Night-King96,3002,4,A05,Normal,60+0,2018.04.12,19:00:01,Standard,,2021-02-04T23:58:47+0000,lichess_DrDrunkenstein_2021-01-04.pgn
1e3e69e1-c750-4380-9e01-222a2868149a,200,Rated Bullet game,https://lichess.org/mOBgGudT,2018.04.12,?,TheWarning,DrDrunkenstein,0-1,2777,-5,3001,+5,DrDrunkenstein,3001,TheWarning,2777,224,B10,Normal,60+0,2018.04.12,18:31:42,Standard,,2021-02-04T23:58:47+0000,lichess_DrDrunkenstein_2021-01-04.pgn
b73808a0-3c06-493a-9c54-32ddc69cf4ac,201,Rated Bullet game,https://lichess.org/QZrjHqEh,2018.04.12,?,DrDrunkenstein,TheWarning,1-0,2995,+6,2782,-5,DrDrunkenstein,2995,TheWarning,2782,213,A00,Normal,60+0,2018.04.12,18:30:03,Standard,,2021-02-04T23:58:47+0000,lichess_DrDrunkenstein_2021-01-04.pgn
c3e976cf-0a9e-46b1-8c18-3a00918d3d04,202,Rated Bullet game,https://lichess.org/CB4RL3N9,2018.04.12,?,TheWarning,DrDrunkenstein,0-1,2788,-6,2990,+5,DrDrunkenstein,2990,TheWarning,2788,202,E94,Normal,60+0,2018.04.12,18:29:02,Standard,,2021-02-04T23:58:47+0000,lichess_DrDrunkenstein_2021-01-04.pgn
21680169-874e-42b6-bc8b-2dbea2dec428,203,Rated Bullet game,https://lichess.org/vaJtaUbU,2018.04.12,?,DrDrunkenstein,TheWarning,1-0,2983,+7,2794,-6,DrDrunkenstein,2983,TheWarning,2794,189,A15,Normal,60+0,2018.04.12,18:27:55,Standard,,2021-02-04T23:58:47+0000,lichess_DrDrunkenstein_2021-01-04.pgn
8e65a8bb-0464-4078-a2e2-b8f12f0a3145,204,Rated Bullet game,https://lichess.org/Qxzdqhx5,2018.04.12,?,TheWarning,DrDrunkenstein,0-1,2800,-6,2977,+6,DrDrunkenstein,2977,TheWarning,2800,177,C03,Normal,60+0,2018.04.12,18:26:10,Standard,,2021-02-04T23:58:47+0000,lichess_DrDrunkenstein_2021-01-04.pgn
5cc0b438-07a1-4611-b815-070ae90360f6,205,Rated Bullet game,https://lichess.org/f8TQjF6I,2018.04.12,?,DrDrunkenstein,TheWarning,1-0,2970,+7,2806,-6,DrDrunkenstein,2970,TheWarning,2806,164,E21,Normal,60+0,2018.04.12,18:24:32,Standard,,2021-02-04T23:58:47+0000,lichess_DrDrunkenstein_2021-01-04.pgn
4f14296a-c1b8-44dc-b8a9-c17f11185378,206,Rated Bullet game,https://lichess.org/fPwgZBNa,2018.04.12,?,TheWarning,DrDrunkenstein,0-1,2813,-7,2963,+7,DrDrunkenstein,2963,TheWarning,2813,150,E62,Normal,60+0,2018.04.12,18:23:12,Standard,,2021-02-04T23:58:47+0000,lichess_DrDrunkenstein_2021-01-04.pgn
03384892-3b82-4fb5-9d86-27f4f7d0532f,207,Rated Bullet game,https://lichess.org/QlMapvH8,2018.04.12,?,DrDrunkenstein,TheWarning,1-0,2955,+8,2820,-7,DrDrunkenstein,2955,TheWarning,2820,135,B01,Normal,60+0,2018.04.12,18:21:35,Standard,,2021-02-04T23:58:47+0000,lichess_DrDrunkenstein_2021-01-04.pgn
dced742c-4f32-4235-bdc6-cdfbc73f89ab,208,Rated Bullet game,https://lichess.org/NuwfSibS,2018.04.12,?,TheWarning,DrDrunkenstein,0-1,2828,-8,2947,+8,DrDrunkenstein,2947,TheWarning,2828,119,A43,Normal,60+0,2018.04.12,18:19:54,Standard,,2021-02-04T23:58:47+0000,lichess_DrDrunkenstein_2021-01-04.pgn
310c7fe6-efbf-45ad-a6cc-215dc8d39268,209,Rated Bullet game,https://lichess.org/wAS5YFAe,2018.04.12,?,DrDrunkenstein,TheWarning,0-1,2964,-17,2812,+16,TheWarning,2812,DrDrunkenstein,2964,-152,E10,Normal,60+0,2018.04.12,18:17:29,Standard,,2021-02-04T23:58:47+0000,lichess_DrDrunkenstein_2021-01-04.pgn
3c6e7190-e464-4123-a93c-b72e4a6fe960,210,Rated Bullet game,https://lichess.org/LD41CoVo,2018.04.12,?,TheWarning,DrDrunkenstein,1-0,2795,+17,2982,-18,TheWarning,2795,DrDrunkenstein,2982,-187,E60,Normal,60+0,2018.04.12,18:16:08,Standard,,2021-02-04T23:58:47+0000,lichess_DrDrunkenstein_2021-01-04.pgn
e0565781-e137-4e95-985c-6c2f2867838d,211,Rated Bullet game,https://lichess.org/LKWXzzQ2,2018.04.12,?,DrDrunkenstein,TheWarning,1-0,2976,+6,2801,-6,DrDrunkenstein,2976,TheWarning,2801,175,D00,Normal,60+0,2018.04.12,18:14:13,Standard,,2021-02-04T23:58:47+0000,lichess_DrDrunkenstein_2021-01-04.pgn
3586aad2-720a-4398-a545-3459bdd91147,212,Rated Bullet game,https://lichess.org/jVQpWXqB,2018.04.12,?,TheWarning,DrDrunkenstein,1-0,2784,+17,2995,-19,TheWarning,2784,DrDrunkenstein,2995,-211,A48,Time forfeit,60+0,2018.04.12,18:11:43,Standard,,2021-02-04T23:58:47+0000,lichess_DrDrunkenstein_2021-01-04.pgn
6efdd817-d308-4923-94f8-dfa519930d48,213,Rated Bullet game,https://lichess.org/DYYSzZak,2018.04.12,?,DrDrunkenstein,TheWarning,1-0,2989,+6,2790,-6,DrDrunkenstein,2989,TheWarning,2790,199,C00,Normal,60+0,2018.04.12,18:09:46,Standard,,2021-02-04T23:58:47+0000,lichess_DrDrunkenstein_2021-01-04.pgn
fb7353a8-dcdc-4837-8f21-a72b58b3b574,214,Rated Bullet game,https://lichess.org/pwmRutZT,2018.04.12,?,TheWarning,DrDrunkenstein,0-1,2795,-5,2982,+7,DrDrunkenstein,2982,TheWarning,2795,187,A43,Normal,60+0,2018.04.12,18:08:21,Standard,,2021-02-04T23:58:47+0000,lichess_DrDrunkenstein_2021-01-04.pgn
6896de6c-05bc-4b34-a88a-4ca5b682da70,215,Rated Bullet game,https://lichess.org/iJbCh71d,2018.04.12,?,DrDrunkenstein,TheWarning,1/2-1/2,2989,-7,2790,+5,draw,,draw,,0,E47,Time forfeit,60+0,2018.04.12,18:06:02,Standard,,2021-02-04T23:58:47+0000,lichess_DrDrunkenstein_2021-01-04.pgn
7535ba3b-e756-4f5d-a40b-079d7429b82a,216,Rated Bullet game,https://lichess.org/QcHOrSkd,2018.04.12,?,TheWarning,DrDrunkenstein,1/2-1/2,2784,+6,2995,-6,draw,,draw,,0,C09,Time forfeit,60+0,2018.04.12,18:03:32,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
1b7292b7-eb26-4d96-96e0-3b688740d6eb,217,Rated Bullet game,https://lichess.org/vaRXEr2b,2018.04.12,?,DrDrunkenstein,TheWarning,1-0,2989,+6,2789,-5,DrDrunkenstein,2989,TheWarning,2789,200,E48,Normal,60+0,2018.04.12,18:02:41,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
85ce2b76-79ee-45e3-844a-0b911a85b0a1,218,Rated Bullet game,https://lichess.org/12LlqvjZ,2018.04.12,?,TheWarning,DrDrunkenstein,0-1,2795,-6,2983,+6,DrDrunkenstein,2983,TheWarning,2795,188,A58,Normal,60+0,2018.04.12,18:01:54,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
3725362a-d018-4b09-8d59-30dc2f387e9a,219,Rated Bullet game,https://lichess.org/rxcxI383,2018.04.12,?,DrDrunkenstein,TheWarning,1-0,2976,+7,2801,-6,DrDrunkenstein,2976,TheWarning,2801,175,E10,Normal,60+0,2018.04.12,17:59:49,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
adf54a2e-d076-4356-8f4a-ccafa80e8149,220,Rated Bullet game,https://lichess.org/bhSWboyN,2018.04.12,?,TheWarning,DrDrunkenstein,0-1,2807,-6,2969,+7,DrDrunkenstein,2969,TheWarning,2807,162,A04,Normal,60+0,2018.04.12,17:58:36,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
a75307d8-3570-4ac6-b0c6-e349815f195d,221,Rated Bullet game,https://lichess.org/ykSqroPs,2018.04.12,?,DrDrunkenstein,TheWarning,1-0,2961,+8,2814,-7,DrDrunkenstein,2961,TheWarning,2814,147,E11,Normal,60+0,2018.04.12,17:57:44,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
7dc57a2d-4785-41a5-ad77-1a738d24471f,222,Lichess Titled Arena 3,https://lichess.org/YYtRlqZH,2018.03.01,?,DrDrunkenstein,GeorgMeier,0-1,2981,-20,2747,+17,GeorgMeier,2747,DrDrunkenstein,2981,-234,A01,Normal,60+0,2018.03.01,22:58:28,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
b8125480-6fdf-4d50-b6e9-5bc8e45365ba,223,Lichess Titled Arena 3,https://lichess.org/2yTXNT71,2018.03.01,?,Hawk20,DrDrunkenstein,0-1,2649,-3,2978,+3,DrDrunkenstein,2978,Hawk20,2649,329,D79,Normal,60+0,2018.03.01,22:57:32,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
3bbaeef6-5471-43e2-913b-e00e22b29ccb,224,Lichess Titled Arena 3,https://lichess.org/hfQNf1aR,2018.03.01,?,DrDrunkenstein,UnVieuxMonsieur,1-0,2972,+6,2757,-5,DrDrunkenstein,2972,UnVieuxMonsieur,2757,215,A07,Normal,60+0,2018.03.01,22:56:14,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
c9c5fc8e-2d79-4c44-bbc2-c6698bd236a4,225,Lichess Titled Arena 3,https://lichess.org/GNR4UWz7,2018.03.01,?,Azzaro25,DrDrunkenstein,0-1,2683,-3,2968,+4,DrDrunkenstein,2968,Azzaro25,2683,285,B01,Normal,60+0,2018.03.01,22:54:27,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
01d0ed04-e130-47dd-b2cf-e9a4d65eb2c3,226,Lichess Titled Arena 3,https://lichess.org/3lDbMLvC,2018.03.01,?,UnVieuxMonsieur,DrDrunkenstein,0-1,2767,-5,2961,+7,DrDrunkenstein,2961,UnVieuxMonsieur,2767,194,A43,Normal,60+0,2018.03.01,22:52:14,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
238400f3-d31b-4d64-9eca-e2126559b660,227,Lichess Titled Arena 3,https://lichess.org/pUyu1Q74,2018.03.01,?,Macrofago,DrDrunkenstein,0-1,2660,-3,2957,+4,DrDrunkenstein,2957,Macrofago,2660,297,B01,Normal,60+0,2018.03.01,22:50:59,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
c0a26733-2aef-40c6-8358-87ddb0fb5cb0,228,Lichess Titled Arena 3,https://lichess.org/5qYl67AB,2018.03.01,?,DrDrunkenstein,UnVieuxMonsieur,0-1,2977,-20,2741,+18,UnVieuxMonsieur,2741,DrDrunkenstein,2977,-236,B22,Normal,60+0,2018.03.01,22:49:40,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
92a10851-1f13-4e7c-b657-799b869f40e5,229,Lichess Titled Arena 3,https://lichess.org/C9vGFIr9,2018.03.01,?,DrDrunkenstein,RebeccaHarris,1-0,2969,+8,2839,-8,DrDrunkenstein,2969,RebeccaHarris,2839,130,C54,Normal,60+0,2018.03.01,22:47:47,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
20bbf843-494f-4a3d-8fcd-615fff13a1c7,230,Lichess Titled Arena 3,https://lichess.org/xiIgAAnC,2018.03.01,?,UnVieuxMonsieur,DrDrunkenstein,0-1,2734,-5,2964,+5,DrDrunkenstein,2964,UnVieuxMonsieur,2734,230,A00,Normal,60+0,2018.03.01,22:46:06,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
8f2f345d-27a0-460e-9129-9ffbd17ebf4c,231,Lichess Titled Arena 3,https://lichess.org/t6UpanJg,2018.03.01,?,DrDrunkenstein,Mlchael,1-0,2959,+5,2677,-4,DrDrunkenstein,2959,Mlchael,2677,282,D10,Normal,60+0,2018.03.01,22:44:12,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
c1bbb782-7087-4c15-9b72-2b43d3dcd709,232,Lichess Titled Arena 3,https://lichess.org/7dV8ilWK,2018.03.01,?,DrDrunkenstein,UnVieuxMonsieur,1-0,2954,+5,2744,-5,DrDrunkenstein,2954,UnVieuxMonsieur,2744,210,C01,Normal,60+0,2018.03.01,22:43:31,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
d9f932de-109d-4c34-8a9a-97849b697fdc,233,Lichess Titled Arena 3,https://lichess.org/BHGMGsx7,2018.03.01,?,opperwezen,DrDrunkenstein,0-1,2749,-5,2947,+7,DrDrunkenstein,2947,opperwezen,2749,198,B01,Normal,60+0,2018.03.01,22:41:13,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
0e4fb43a-1154-425b-b973-832284f65b85,234,Lichess Titled Arena 3,https://lichess.org/3SqLBTjP,2018.03.01,?,RebeccaHarris,DrDrunkenstein,1-0,2820,+16,2965,-18,RebeccaHarris,2820,DrDrunkenstein,2965,-145,A07,Normal,60+0,2018.03.01,22:39:57,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
d9da9789-8e4a-4a38-bbba-f01bf421fb60,235,Lichess Titled Arena 3,https://lichess.org/dIotUu5c,2018.03.01,?,DrDrunkenstein,opperwezen,1-0,2959,+6,2748,-5,DrDrunkenstein,2959,opperwezen,2748,211,D35,Time forfeit,60+0,2018.03.01,22:37:27,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
1e6036a2-8515-4606-8c1a-e5c27eb7c623,236,Lichess Titled Arena 3,https://lichess.org/WZRzn96A,2018.03.01,?,DrDrunkenstein,Mlchael,1-0,2955,+4,2655,-3,DrDrunkenstein,2955,Mlchael,2655,300,A45,Normal,60+0,2018.03.01,22:35:53,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
7752bf1f-4353-4ee4-8075-cdfe5d7aff43,237,Lichess Titled Arena 3,https://lichess.org/OlI5FlBP,2018.03.01,?,DrDrunkenstein,opperwezen,1-0,2949,+6,2748,-5,DrDrunkenstein,2949,opperwezen,2748,201,A43,Normal,60+0,2018.03.01,22:34:28,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
224feddd-ea98-4503-a793-ec1434498c31,238,Lichess Titled Arena 3,https://lichess.org/jPLclujg,2018.03.01,?,GeorgMeier,DrDrunkenstein,0-1,2747,-5,2942,+7,DrDrunkenstein,2942,GeorgMeier,2747,195,A07,Time forfeit,60+0,2018.03.01,22:31:45,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
ef4a68a6-f1de-43f8-8e5b-631afd8c8ee5,239,Lichess Titled Arena 3,https://lichess.org/VUZOrM4x,2018.03.01,?,DrDrunkenstein,Ogrilla,0-1,2964,-22,2683,+18,Ogrilla,2683,DrDrunkenstein,2964,-281,B92,Normal,60+0,2018.03.01,22:29:49,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
4355b48d-905c-41e5-94fa-5a3c9828a799,240,Lichess Titled Arena 3,https://lichess.org/NaYQPsvL,2018.03.01,?,RebeccaHarris,DrDrunkenstein,1-0,2866,+15,2981,-17,RebeccaHarris,2866,DrDrunkenstein,2981,-115,A04,Normal,60+0,2018.03.01,22:28:25,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
2f46fe0b-974a-424a-a11c-0b689a441c38,241,Lichess Titled Arena 3,https://lichess.org/wR0E0V0x,2018.03.01,?,Macrofago,DrDrunkenstein,1/2-1/2,2677,+8,2990,-9,draw,,draw,,0,B01,Normal,60+0,2018.03.01,22:26:11,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
e339ba8c-7c71-4aeb-9f80-e89cafe0a38d,242,Lichess Titled Arena 3,https://lichess.org/na2Xj8jq,2018.03.01,?,DrDrunkenstein,Fins,1-0,2987,+3,2613,-3,DrDrunkenstein,2987,Fins,2613,374,B01,Normal,60+0,2018.03.01,22:24:22,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
6cc6fdc8-128f-424a-a2df-7ea942abbe4c,243,Lichess Titled Arena 3,https://lichess.org/RM3tlmIu,2018.03.01,?,RebeccaHarris,DrDrunkenstein,0-1,2853,-7,2979,+8,DrDrunkenstein,2979,RebeccaHarris,2853,126,A05,Normal,60+0,2018.03.01,22:22:23,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
eb544748-b370-410d-ad59-65d6be1f04a5,244,Lichess Titled Arena 3,https://lichess.org/rDhvqOWg,2018.03.01,?,DrDrunkenstein,penguingim1,1-0,2974,+5,2703,-2,DrDrunkenstein,2974,penguingim1,2703,271,D37,Normal,60+0,2018.03.01,22:20:49,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
8ac512c3-c403-4c32-b378-e2067e509a9b,245,Lichess Titled Arena 3,https://lichess.org/34SYPTmx,2018.03.01,?,Ogrilla,DrDrunkenstein,0-1,2676,-4,2970,+4,DrDrunkenstein,2970,Ogrilla,2676,294,A04,Normal,60+0,2018.03.01,22:19:53,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
45932f3c-c2cc-4ae7-847f-c71cea96f361,246,Lichess Titled Arena 3,https://lichess.org/StBkAoIa,2018.03.01,?,Hawk20,DrDrunkenstein,0-1,2649,-3,2966,+4,DrDrunkenstein,2966,Hawk20,2649,317,A01,Normal,60+0,2018.03.01,22:18:20,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
4daec727-614f-4a51-9a3a-66a882abdf66,247,Lichess Titled Arena 3,https://lichess.org/YRaR9avU,2018.03.01,?,DrDrunkenstein,Mlchael,1-0,2961,+5,2719,-5,DrDrunkenstein,2961,Mlchael,2719,242,E90,Normal,60+0,2018.03.01,22:16:09,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
c6a53145-b36e-466d-bb65-4ec6925081ac,248,Lichess Titled Arena 3,https://lichess.org/30PxeiiB,2018.03.01,?,Rain_Man,DrDrunkenstein,0-1,2554,-3,2959,+2,DrDrunkenstein,2959,Rain_Man,2554,405,A40,Normal,60+0,2018.03.01,22:14:35,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
d6030d7e-241a-418f-88f4-02a5b8b60a7e,249,Lichess Titled Arena 3,https://lichess.org/fU6MrL2Z,2018.03.01,?,DrDrunkenstein,Macrofago,1-0,2955,+4,2616,-3,DrDrunkenstein,2955,Macrofago,2616,339,A01,Time forfeit,60+0,2018.03.01,22:11:51,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
66602309-ae80-46d5-be13-d3f7099e9416,250,Lichess Titled Arena 3,https://lichess.org/MpmHZ8zl,2018.03.01,?,Fondip,DrDrunkenstein,0-1,2667,-4,2951,+4,DrDrunkenstein,2951,Fondip,2667,284,B01,Normal,60+0,2018.03.01,22:09:18,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
457fb98b-e162-4d4f-93bb-33246e5a5c1f,251,Lichess Titled Arena 3,https://lichess.org/MtPd3ALr,2018.03.01,?,DrDrunkenstein,Macrofago,1-0,2948,+3,2606,-3,DrDrunkenstein,2948,Macrofago,2606,342,A04,Normal,60+0,2018.03.01,22:07:51,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
1a33fcfd-a93f-4d4b-8425-41f91514b480,252,Lichess Titled Arena 3,https://lichess.org/3gdnVowu,2018.03.01,?,opperwezen,DrDrunkenstein,0-1,2762,-6,2941,+7,DrDrunkenstein,2941,opperwezen,2762,179,B12,Normal,60+0,2018.03.01,22:05:36,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
4196c9e6-6f82-4125-8870-54567e18a8d5,253,Lichess Titled Arena 3,https://lichess.org/j3sXeq4s,2018.03.01,?,DrDrunkenstein,Mlchael,1-0,2936,+5,2705,-5,DrDrunkenstein,2936,Mlchael,2705,231,A16,Normal,60+0,2018.03.01,22:04:05,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
1961aa35-4c22-43ef-a653-3731b8c157cb,254,Lichess Titled Arena 3,https://lichess.org/mrkIT5g2,2018.03.01,?,TwelveTeen,DrDrunkenstein,0-1,2668,-4,2931,+5,DrDrunkenstein,2931,TwelveTeen,2668,263,A00,Normal,60+0,2018.03.01,22:02:05,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
ac678b10-5858-4426-8d64-2d07d282043e,255,Lichess Titled Arena 3,https://lichess.org/KVpNM3g2,2018.03.01,?,DrDrunkenstein,mutdpro,1/2-1/2,2935,-4,2824,+3,draw,,draw,,0,B01,Normal,60+0,2018.03.01,21:59:01,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
b1e57cf2-29c0-46f4-9d1b-52f9bf3d281f,256,Lichess Titled Arena 3,https://lichess.org/ChRo0xfT,2018.03.01,?,DrDrunkenstein,Mlchael,1-0,2930,+5,2711,-5,DrDrunkenstein,2930,Mlchael,2711,219,D77,Normal,60+0,2018.03.01,21:57:43,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
72969e0b-0670-4a4a-ba2b-26ebec9ffffb,257,Lichess Titled Arena 3,https://lichess.org/N4Biiycs,2018.03.01,?,Macrofago,DrDrunkenstein,1-0,2579,+21,2952,-22,Macrofago,2579,DrDrunkenstein,2952,-373,C60,Normal,60+0,2018.03.01,21:55:31,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
335f2c62-ccf3-48f5-bd20-8388bd7bbfa0,258,Lichess Titled Arena 3,https://lichess.org/JuBTIime,2018.03.01,?,DrDrunkenstein,Arka50,1-0,2947,+5,2677,-4,DrDrunkenstein,2947,Arka50,2677,270,A40,Normal,60+0,2018.03.01,21:54:00,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
c544bf1c-f6b5-4511-b3bd-30449e563295,259,Lichess Titled Arena 3,https://lichess.org/J5kmMSZi,2018.03.01,?,kiketf,DrDrunkenstein,0-1,2616,-3,2944,+3,DrDrunkenstein,2944,kiketf,2616,328,A00,Normal,60+0,2018.03.01,21:53:02,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
a934b210-c2d3-4ad9-a52a-6b7243a5da12,260,Lichess Titled Arena 3,https://lichess.org/6VgJ8dpd,2018.03.01,?,Night-King96,DrDrunkenstein,0-1,2821,-8,2936,+8,DrDrunkenstein,2936,Night-King96,2821,115,A43,Time forfeit,60+0,2018.03.01,21:50:26,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
173deb1c-2c79-4992-b3b3-d77518626ed1,261,Lichess Titled Arena 3,https://lichess.org/jT0Trzb4,2018.03.01,?,DrDrunkenstein,mutdpro,1-0,2927,+9,2807,-8,DrDrunkenstein,2927,mutdpro,2807,120,B01,Normal,60+0,2018.03.01,21:49:11,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
f8790f80-ff8f-4e42-a3f6-eb9ff930c01e,262,Lichess Titled Arena 3,https://lichess.org/NmNFJYK4,2018.03.01,?,RebeccaHarris,DrDrunkenstein,1-0,2792,+17,2945,-18,RebeccaHarris,2792,DrDrunkenstein,2945,-153,B06,Normal,60+0,2018.03.01,21:47:26,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
63b4eec7-30cc-4ca9-931a-61bf43ac4965,263,Lichess Titled Arena 3,https://lichess.org/kgnzxX2d,2018.03.01,?,DrDrunkenstein,Creep30,1-0,2941,+4,2631,-7,DrDrunkenstein,2941,Creep30,2631,310,B10,Time forfeit,60+0,2018.03.01,21:44:53,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
18179067-9ff0-489e-a550-bf4ca87cc261,264,Lichess Titled Arena 3,https://lichess.org/s4ngAzDO,2018.03.01,?,Fondip,DrDrunkenstein,0-1,2646,-4,2937,+4,DrDrunkenstein,2937,Fondip,2646,291,A00,Normal,60+0,2018.03.01,21:42:30,Standard,,2021-02-04T23:58:48+0000,lichess_DrDrunkenstein_2021-01-04.pgn
